Date;ES2YPrice;ES2YYield;ES5YPrice;ES5YYield;ES10YPrice;ES10YYield;DE2YPrice;DE2YYield;DE5YPrice;DE5YYield;DE10YPrice;DE10YYield;CH2YPrice;CH2YYield;CH5YPrice;CH5YYield;CH10YPrice;CH10YYield;EURCHF
02-Apr-2021;100.946;-0.454;101.400;-0.288;97.872;0.315;101.374;-0.707;103.368;-0.659;103.261;-0.325;108.860;-0.751;109.57;-0.578;126.53;-0.305;1.1083
09-Apr-2021;101.013;-0.490;101.129;-0.233;97.244;0.380;101.349;-0.700;103.193;-0.627;102.960;-0.297;108.800;-0.762;109.4;-0.553;125.98;-0.262;1.1
16-Apr-2021;100.849;-0.415;101.132;-0.235;97.078;0.398;101.320;-0.692;103.090;-0.610;102.616;-0.262;108.640;-0.728;109.24;-0.53;125.5;-0.225;1.1023
23-Apr-2021;100.832;-0.411;101.096;-0.228;97.035;0.403;101.308;-0.693;103.046;-0.604;102.560;-0.257;108.590;-0.750;109.41;-0.568;125.84;-0.259;1.1052
30-Apr-2021;100.880;-0.438;100.933;-0.195;96.333;0.477;101.280;-0.686;102.879;-0.574;101.966;-0.200;108.470;-0.737;109.18;-0.533;125.06;-0.196;1.0973
07-May-2021;100.901;-0.453;100.983;-0.206;96.193;0.492;101.266;-0.685;102.954;-0.591;102.154;-0.219;108.360;-0.728;109.15;-0.534;125.17;-0.21;1.0954
14-May-2021;100.804;-0.408;100.585;-0.124;95.256;0.592;101.196;-0.654;102.546;-0.514;101.207;-0.123;108.320;-0.756;108.84;-0.483;124.2;-0.13;1.0948
21-May-2021;100.824;-0.423;100.726;-0.154;95.560;0.561;101.373;-0.660;102.580;-0.521;101.250;-0.127;108.170;-0.733;108.81;-0.484;124.15;-0.13;1.0936
28-May-2021;100.953;-0.493;101.009;-0.215;96.327;0.480;101.362;-0.663;102.799;-0.567;101.794;-0.184;108.090;-0.726;108.72;-0.472;124.13;-0.132;1.0968
04-Jun-2021;100.991;-0.518;101.128;-0.241;96.532;0.459;101.373;-0.670;102.920;-0.594;102.053;-0.209;108.070;-0.767;108.83;-0.5;124.04;-0.128;1.0938
11-Jun-2021;101.032;-0.545;101.402;-0.300;97.430;0.366;101.378;-0.681;103.090;-0.629;102.632;-0.269;107.960;-0.758;109.09;-0.555;125.07;-0.222;1.0869
18-Jun-2021;100.959;-0.512;101.051;-0.226;96.592;0.454;101.335;-0.670;102.877;-0.588;102.091;-0.203;107.850;-0.749;108.98;-0.541;124.95;-0.215;1.0946
25-Jun-2021;100.795;-0.429;100.882;-0.191;96.334;0.482;101.277;-0.648;102.674;-0.551;101.590;-0.156;107.760;-0.751;108.91;-0.535;124.34;-0.167;1.0945
02-Jul-2021;100.943;-0.514;101.232;-0.267;97.348;0.376;101.315;-0.666;102.930;-0.605;102.402;-0.235;107.650;-0.741;109.02;-0.562;125.17;-0.243;1.0921
09-Jul-2021;100.919;-0.506;101.261;-0.275;97.503;0.360;101.307;-0.675;103.189;-0.596;102.989;-0.292;107.580;-0.755;109.4;-0.642;125.65;-0.289;1.0851
16-Jul-2021;100.849;-0.473;101.465;-0.320;101.368;0.364;101.316;-0.683;103.391;-0.638;103.591;-0.351;107.450;-0.734;109.14;-0.599;125.87;-0.313;1.0852
23-Jul-2021;100.902;-0.508;101.704;-0.373;102.242;0.278;101.383;-0.724;103.718;-0.700;104.240;-0.413;107.390;-0.754;109.5;-0.676;126.39;-0.363;1.0825
30-Jul-2021;100.922;-0.525;101.754;-0.386;102.298;0.272;101.437;-0.757;103.923;-0.737;104.714;-0.458;107.320;-0.760;109.51;-0.684;126.48;-0.374;1.0741
06-Aug-2021;100.956;-0.550;101.836;-0.405;102.535;0.249;101.408;-0.755;103.835;-0.727;104.651;-0.455;107.240;-0.769;109.52;-0.693;126.59;-0.388;1.0758
13-Aug-2021;100.942;-0.548;101.860;-0.412;102.791;0.223;101.365;-0.738;103.796;-0.721;104.770;-0.463;106.980;-0.665;109.36;-0.67;126.45;-0.381;1.0796
20-Aug-2021;100.902;-0.531;101.920;-0.427;102.810;0.221;101.563;-0.747;103.919;-0.747;105.090;-0.495;107.010;-0.742;109.35;-0.676;126.57;-0.396;1.0726
27-Aug-2021;101.015;-0.603;101.644;-0.368;101.964;0.303;101.518;-0.735;103.670;-0.704;104.252;-0.419;106.890;-0.717;109.16;-0.645;125.86;-0.338;1.0746
03-Sep-2021;101.012;-0.609;101.595;-0.359;101.558;0.343;101.449;-0.709;103.482;-0.670;103.660;-0.358;106.830;-0.738;109.06;-0.633;125.65;-0.324;1.0855
10-Sep-2021;100.980;-0.596;101.547;-0.349;101.576;0.341;101.426;-0.705;103.311;-0.640;103.366;-0.332;106.730;-0.734;108.87;-0.603;125.05;-0.275;1.0839
17-Sep-2021;100.867;-0.534;101.555;-0.353;101.406;0.358;101.401;-0.699;103.122;-0.607;102.813;-0.279;106.610;-0.716;108.67;-0.57;124.33;-0.216;1.0927
24-Sep-2021;100.836;-0.522;101.377;-0.314;100.827;0.416;101.378;-0.695;102.900;-0.569;102.256;-0.228;106.550;-0.739;108.23;-0.489;123.69;-0.163;1.0831
01-Oct-2021;100.926;-0.584;101.415;-0.324;100.667;0.432;101.384;-0.704;102.957;-0.579;102.203;-0.219;106.480;-0.755;108.2;-0.49;123.82;-0.179;1.0786
08-Oct-2021;100.901;-0.576;101.272;-0.293;100.046;0.495;101.349;-0.693;102.676;-0.528;101.460;-0.147;106.370;-0.744;108.01;-0.458;122.82;-0.092;1.0729
15-Oct-2021;100.807;-0.522;101.227;-0.284;100.302;0.469;101.317;-0.685;102.643;-0.525;101.650;-0.171;106.260;-0.732;107.95;-0.453;122.83;-0.097;1.0706
22-Oct-2021;100.892;-0.584;100.774;-0.180;99.684;0.533;101.214;-0.637;102.090;-0.415;100.910;-0.097;106.150;-0.720;107.49;-0.366;122.32;-0.055;1.0666
29-Oct-2021;100.756;-0.502;100.408;-0.096;98.823;0.622;101.093;-0.580;101.887;-0.378;100.930;-0.094;106.000;-0.668;106.96;-0.261;121.75;-0.006;1.0579
05-Nov-2021;100.853;-0.573;101.265;-0.296;100.928;0.405;101.380;-0.738;102.905;-0.581;102.755;-0.280;106.020;-0.752;107.9;-0.463;123.79;-0.197;1.0549
12-Nov-2021;100.811;-0.553;101.025;-0.242;100.327;0.466;101.570;-0.746;102.812;-0.560;102.519;-0.256;105.930;-0.755;107.57;-0.401;123.14;-0.142;1.0541
19-Nov-2021;100.953;-0.657;101.429;-0.338;101.091;0.388;101.613;-0.774;103.149;-0.636;103.380;-0.341;105.840;-0.758;107.9;-0.477;123.63;-0.191;1.0474
26-Nov-2021;100.876;-0.613;101.296;-0.308;100.648;0.433;101.584;-0.769;103.187;-0.645;103.320;-0.338;105.760;-0.768;108.1;-0.526;123.93;-0.223;1.0441
03-Dec-2021;100.851;-0.604;101.331;-0.318;101.432;0.352;101.508;-0.738;103.100;-0.626;103.750;-0.378;105.660;-0.764;108.05;-0.523;124.53;-0.283;1.0379
10-Dec-2021;100.697;-0.502;100.703;-0.136;101.214;0.375;101.390;-0.687;102.867;-0.584;103.452;-0.350;105.570;-0.767;108.08;-0.537;124.85;-0.316;1.0421
17-Dec-2021;100.673;-0.491;100.889;-0.173;101.470;0.348;101.415;-0.705;102.990;-0.610;103.660;-0.375;105.410;-0.713;107.85;-0.496;124.49;-0.288;1.0386
24-Dec-2021;100.810;-0.599;100.230;-0.045;99.740;0.527;101.350;-0.680;102.460;-0.507;102.449;-0.251;105.310;-0.707;107.6;-0.45;123.23;-0.177;1.0407
31-Dec-2021;100.775;-0.582;99.890;0.022;99.100;0.595;101.250;-0.637;102.180;-0.452;101.738;-0.179;105.220;-0.698;107.32;-0.396;122.74;-0.135;1.0369
07-Jan-2022;100.715;-0.545;99.888;0.022;98.531;0.655;101.128;-0.578;101.777;-0.369;100.308;-0.029;105.080;-0.656;106.78;-0.286;121.2;0.005;1.0435
14-Jan-2022;100.593;-0.459;99.625;0.075;98.671;0.641;101.130;-0.587;101.755;-0.368;100.480;-0.049;104.980;-0.649;106.8;-0.297;121.25;-0.004;1.0433
21-Jan-2022;100.616;-0.484;99.635;0.073;98.630;0.645;101.182;-0.620;101.813;-0.379;100.620;-0.060;104.910;-0.668;106.7;-0.282;121.33;-0.015;1.034
28-Jan-2022;100.634;-0.506;99.369;0.127;98.076;0.705;101.150;-0.610;101.686;-0.359;100.440;-0.047;104.830;-0.667;106.53;-0.25;121.01;0.012;1.0378
04-Feb-2022;100.268;-0.218;97.341;0.543;94.955;1.048;100.534;-0.254;100.015;-0.002;97.950;0.208;104.700;-0.632;105.22;0.036;118.37;0.263;1.0592
11-Feb-2022;100.295;-0.243;96.623;0.695;93.347;1.231;100.686;-0.327;99.933;0.015;97.143;0.292;104.610;-0.632;105.06;0.067;117.59;0.336;1.0502
18-Feb-2022;100.777;-0.069;97.244;0.567;95.135;1.211;100.980;-0.473;100.300;-0.060;97.967;0.205;103.750;-0.368;117.36;0.003;102.26;0.278;1.0427
25-Feb-2022;100.556;0.020;97.110;0.597;95.071;1.219;100.764;-0.377;100.005;-0.002;97.800;0.224;103.620;-0.331;117.03;0.046;101.84;0.319;1.043
04-Mar-2022;101.156;-0.231;98.682;0.271;97.385;0.972;101.610;-0.778;102.113;-0.404;101.010;-0.101;103.930;-0.477;118.05;-0.139;103.24;0.182;1.0021
11-Mar-2022;100.526;0.028;97.331;0.555;94.818;1.248;100.807;-0.401;99.970;0.008;97.360;0.270;103.450;-0.284;116.89;0.048;101.35;0.366;1.0195
18-Mar-2022;100.554;0.015;97.223;0.581;94.163;1.321;100.698;-0.350;99.585;0.083;96.410;0.367;103.520;-0.327;116.91;0.034;101.08;0.392;1.0295
25-Mar-2022;100.276;0.132;96.451;0.748;93.065;1.444;100.306;-0.153;98.390;0.331;94.547;0.570;103.160;-0.182;115.92;0.196;99.36;0.564;1.0219
01-Apr-2022;100.042;0.232;95.807;0.891;92.712;1.485;100.118;-0.062;98.070;0.395;94.600;0.566;102.950;-0.099;115.34;0.289;98.86;0.615;1.0222
08-Apr-2022;99.610;0.421;94.797;1.117;90.756;1.709;99.902;0.050;97.376;0.527;93.252;0.710;102.670;0.016;114.35;0.456;97.6;0.745;1.0158
15-Apr-2022;99.560;0.445;94.703;1.144;90.036;1.795;99.902;0.056;97.137;0.585;92.108;0.839;102.790;-0.052;114.38;0.439;96.58;0.852;1.0189
22-Apr-2022;99.263;0.579;93.954;1.316;88.783;1.944;99.473;0.281;96.412;0.738;91.030;0.963;102.420;0.109;113.85;0.527;95.89;0.925;1.0333
29-Apr-2022;99.188;0.616;93.954;1.321;88.490;1.981;99.522;0.258;96.710;0.675;91.270;0.935;102.450;0.085;114.08;0.476;96.75;0.835;1.0263
06-May-2022;98.695;0.845;92.968;1.553;86.283;2.251;99.394;0.332;95.843;0.861;89.496;1.137;102.360;0.117;113.47;0.578;95.04;1.018;1.0425
13-May-2022;99.359;0.544;94.455;1.218;88.403;1.996;99.810;0.104;97.100;0.598;91.180;0.947;102.860;-0.131;115.19;0.255;97.34;0.775;1.0429
20-May-2022;98.637;0.682;93.868;1.357;87.715;2.082;99.718;0.337;96.853;0.655;91.260;0.942;102.660;-0.048;115.01;0.277;97.88;0.719;1.0289
27-May-2022;98.776;0.618;94.122;1.304;88.146;2.032;99.702;0.338;96.836;0.661;91.128;0.963;102.700;-0.078;114.89;0.29;97.56;0.752;1.0272
03-Jun-2022;98.209;0.916;92.349;1.725;84.947;2.430;99.113;0.650;95.208;1.014;88.467;1.270;102.070;0.216;113.28;0.576;94.84;1.043;1.0316
10-Jun-2022;97.443;1.329;90.545;2.166;82.347;2.767;98.497;0.950;93.890;1.311;86.602;1.502;101.640;0.421;112.33;0.746;93.9;1.147;1.0384
17-Jun-2022;97.356;1.389;90.847;2.101;82.492;2.752;98.267;1.087;93.238;1.467;85.010;1.662;101.470;0.499;111.03;0.986;91.68;1.396;1.0177
24-Jun-2022;97.846;1.139;91.906;1.853;84.055;2.553;98.830;0.805;94.606;1.162;87.111;1.440;101.930;0.258;111.83;0.824;92.5;1.305;1.0113
01-Jul-2022;98.484;0.805;93.358;1.513;86.305;2.272;99.400;0.501;101.923;0.921;88.901;1.226;102.490;-0.037;113.94;0.415;96.3;0.889;1.0005
08-Jul-2022;98.486;0.813;92.977;1.610;85.148;2.420;99.375;0.530;101.710;0.971;103.370;1.346;102.450;-0.030;113.39;0.508;96.02;0.92;0.9943
15-Jul-2022;98.697;0.699;93.622;1.458;86.524;2.249;99.523;0.452;102.511;0.809;105.450;1.125;102.620;-0.122;114.28;0.336;97.63;0.745;0.9854
